,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
2563,GMTUSDT,WOOUSDT,0.0,-4.45,-3.37,4.25,17
2477,CKBUSDT,BAKEUSDT,0.01,-3.84,-3.37,0.01,17
721,MANAUSDT,GRTUSDT,0.03,-3.48,-3.37,5.63,17
188,LINKUSDT,CROUSDT,0.0,-4.78,-3.37,35.12,17
186,LINKUSDT,STORJUSDT,0.02,-3.6,-3.37,13.45,17
1601,SNXUSDT,SXPUSDT,0.01,-3.91,-3.37,4.12,17
1952,MASKUSDT,NEOUSDT,0.02,-3.76,-3.37,0.21,17
2081,ARUSDT,XEMUSDT,0.04,-3.38,-3.37,324.74,17
1142,DASHUSDT,CHRUSDT,0.04,-3.44,-3.37,223.51,17
180,LINKUSDT,FTTUSDT,0.0,-4.66,-3.37,0.34,17
1365,EGLDUSDT,DGBUSDT,0.0,-5.07,-3.37,5826.71,17
699,SANDUSDT,STORJUSDT,0.01,-4.06,-3.37,2.62,17
345,XEMUSDT,BAKEUSDT,0.02,-3.72,-3.37,0.11,17
1963,CTKUSDT,DOTUSDT,0.01,-3.78,-3.37,0.07,17
681,AXSUSDT,XNOUSDT,0.01,-3.99,-3.37,21.64,17
100,BCHUSDT,DYDXUSDT,0.02,-3.71,-3.37,60.16,17
679,AXSUSDT,LOOKSUSDT,0.02,-3.65,-3.37,31.22,17
11,BTCUSDT,CREAMUSDT,0.0,-4.11,-3.37,943.22,17
12,BTCUSDT,QNTUSDT,0.04,-3.38,-3.37,341.89,17
1172,DASHUSDT,DGBUSDT,0.0,-4.49,-3.37,3982.79,17
675,AXSUSDT,LITUSDT,0.01,-3.84,-3.37,34.66,17
2654,STMXUSDT,BNBUSDT,0.04,-3.41,-3.37,0.0,17
1748,SXPUSDT,LOOKSUSDT,0.02,-3.6,-3.37,0.79,17
670,AXSUSDT,CELRUSDT,0.02,-3.63,-3.37,968.31,17
2415,QNTUSDT,RAYUSDT,0.01,-3.85,-3.37,41.26,17
1182,FTTUSDT,PEOPLEUSDT,0.02,-3.6,-3.37,778.7,17
1183,FTTUSDT,CREAMUSDT,0.0,-4.51,-3.37,1.0,17
2101,REEFUSDT,LOOKSUSDT,0.03,-3.51,-3.37,0.01,17
2699,FXSUSDT,VETUSDT,0.02,-3.74,-3.37,460.56,17
1497,IOTXUSDT,CREAMUSDT,0.0,-5.37,-3.37,0.0,17
2554,GMTUSDT,MKRUSDT,0.01,-3.87,-3.37,0.0,17
1852,GTCUSDT,YGGUSDT,0.01,-3.86,-3.37,2.61,17
772,ATOMUSDT,CROUSDT,0.0,-4.27,-3.37,61.87,17
1430,FLOWUSDT,DASHUSDT,0.03,-3.55,-3.37,0.06,17
2338,LOOKSUSDT,IOTAUSDT,0.03,-3.53,-3.37,2.29,17
774,ATOMUSDT,SFPUSDT,0.01,-3.8,-3.37,31.24,17
759,ATOMUSDT,SRMUSDT,0.01,-3.92,-3.37,10.28,17
1122,IOSTUSDT,LOOKSUSDT,0.02,-3.66,-3.37,0.02,17
2287,DENTUSDT,STXUSDT,0.04,-3.47,-3.37,0.0,17
466,BNBUSDT,IOSTUSDT,0.02,-3.68,-3.37,13110.49,17
749,ATOMUSDT,BCHUSDT,0.02,-3.61,-3.37,0.08,17
1735,SXPUSDT,YGGUSDT,0.03,-3.51,-3.37,0.53,17
1848,GTCUSDT,LTCUSDT,0.03,-3.47,-3.37,0.06,17
2188,WAVESUSDT,MANAUSDT,0.02,-3.76,-3.37,11.95,17
2116,PEOPLEUSDT,ILVUSDT,0.02,-3.67,-3.37,0.0,17
1595,SNXUSDT,XLMUSDT,0.03,-3.56,-3.37,26.97,17
1387,TLMUSDT,CREAMUSDT,0.0,-5.38,-3.37,0.0,17
788,ATOMUSDT,QNTUSDT,0.02,-3.6,-3.37,0.22,17
1116,IOSTUSDT,KLAYUSDT,0.03,-3.57,-3.37,0.03,17
1936,STXUSDT,1000BTTUSDT,0.0,-4.55,-3.37,645.87,17
189,LINKUSDT,SCUSDT,0.0,-4.47,-3.37,1373.65,17
1845,SKLUSDT,BANDUSDT,0.0,-4.23,-3.37,0.05,17
1076,OMGUSDT,MASKUSDT,0.04,-3.45,-3.37,1.04,17
83,EOSUSDT,DGBUSDT,0.0,-4.57,-3.37,85.55,17
1405,RUNEUSDT,GTCUSDT,0.02,-3.61,-3.37,1.4,16
497,SOLUSDT,IOSTUSDT,0.04,-3.39,-3.37,3588.4,16
1661,ANKRUSDT,RAYUSDT,0.0,-4.18,-3.37,0.03,16
2624,GMTUSDT,RSS3USDT,0.01,-3.81,-3.37,9.32,16
2608,GMTUSDT,KAVAUSDT,0.0,-4.21,-3.37,0.5,16
2080,ARUSDT,ADAUSDT,0.04,-3.4,-3.37,32.17,16
1657,ANKRUSDT,CELOUSDT,0.0,-6.12,-3.37,0.02,16
1404,RUNEUSDT,AUDIOUSDT,0.02,-3.6,-3.37,7.36,16
1785,SFPUSDT,FILUSDT,0.02,-3.63,-3.37,0.04,16
2035,REQUSDT,CELOUSDT,0.01,-3.81,-3.37,0.07,16
2472,CKBUSDT,REQUSDT,0.03,-3.57,-3.37,0.05,16
2440,ZILUSDT,CELOUSDT,0.0,-5.26,-3.37,0.03,16
1484,IOTXUSDT,RUNEUSDT,0.01,-4.0,-3.37,0.01,16
804,CHZUSDT,FTTUSDT,0.04,-3.42,-3.37,0.01,16
1065,OMGUSDT,CHRUSDT,0.0,-4.61,-3.37,9.59,16
779,ATOMUSDT,REQUSDT,0.02,-3.66,-3.37,110.3,16
778,ATOMUSDT,BICOUSDT,0.01,-3.79,-3.37,17.02,16
2709,FXSUSDT,RNDRUSDT,0.02,-3.6,-3.37,12.44,16
2660,STMXUSDT,XNOUSDT,0.03,-3.52,-3.37,0.01,16
1732,SXPUSDT,CELRUSDT,0.04,-3.43,-3.37,24.39,16
728,MANAUSDT,COTIUSDT,0.04,-3.43,-3.37,8.14,16
727,MANAUSDT,DASHUSDT,0.0,-4.35,-3.37,0.02,16
1127,IOSTUSDT,API3USDT,0.03,-3.5,-3.37,0.01,16
2284,DENTUSDT,RUNEUSDT,0.04,-3.45,-3.37,0.0,16
1605,SNXUSDT,BICOUSDT,0.03,-3.56,-3.37,3.49,16
182,LINKUSDT,COTIUSDT,0.04,-3.44,-3.37,53.71,16
57,EOSUSDT,STORJUSDT,0.01,-3.92,-3.37,2.15,16
2655,STMXUSDT,MKRUSDT,0.04,-3.39,-3.37,0.0,16
1965,CTKUSDT,XEMUSDT,0.04,-3.43,-3.37,12.69,16
350,SUSHIUSDT,RUNEUSDT,0.01,-3.96,-3.37,0.39,16
1061,OMGUSDT,COTIUSDT,0.03,-3.51,-3.37,17.09,16
27,EOSUSDT,XEMUSDT,0.0,-4.21,-3.37,23.47,16
834,CRVUSDT,CELOUSDT,0.01,-3.9,-3.37,0.67,16
961,FTMUSDT,CELOUSDT,0.0,-5.27,-3.37,0.35,16
37,EOSUSDT,ATOMUSDT,0.01,-3.8,-3.37,0.09,16
264,DOTUSDT,HNTUSDT,0.03,-3.57,-3.37,0.89,16
2516,GMTUSDT,BNBUSDT,0.01,-4.1,-3.37,0.01,16
1422,RUNEUSDT,ALPHAUSDT,0.03,-3.5,-3.37,21.57,16
1891,SCUSDT,COTIUSDT,0.01,-3.81,-3.37,0.04,16
1551,BATUSDT,CELOUSDT,0.02,-3.64,-3.37,0.21,16
1754,SXPUSDT,DGBUSDT,0.0,-5.81,-3.37,46.91,16
34,EOSUSDT,COMPUSDT,0.03,-3.53,-3.37,0.02,16
2147,CELOUSDT,RVNUSDT,0.0,-5.03,-3.37,61.55,16
1523,CHRUSDT,DENTUSDT,0.02,-3.76,-3.37,172.83,16
2499,GMTUSDT,BTCUSDT,0.01,-3.89,-3.37,0.0,16
237,ADAUSDT,CELOUSDT,0.0,-5.5,-3.37,0.28,16
1515,CHRUSDT,GTCUSDT,0.03,-3.54,-3.37,0.08,16
2493,OCEANUSDT,STMXUSDT,0.04,-3.42,-3.37,27.38,16
1744,SXPUSDT,CELOUSDT,0.01,-4.01,-3.37,0.36,16
1028,DYDXUSDT,AUDIOUSDT,0.02,-3.77,-3.37,4.32,16
1835,SKLUSDT,SLPUSDT,0.02,-3.61,-3.37,10.2,16
1136,DASHUSDT,ALICEUSDT,0.05,-3.37,-3.37,16.64,16
1970,CTKUSDT,KSMUSDT,0.04,-3.47,-3.37,0.01,16
2160,CELOUSDT,DGBUSDT,0.02,-3.73,-3.37,129.83,16
2461,XNOUSDT,SCRTUSDT,0.03,-3.55,-3.37,0.45,16
2578,GMTUSDT,ZECUSDT,0.0,-4.23,-3.37,0.01,16
1250,HBARUSDT,CTKUSDT,0.01,-4.0,-3.37,0.16,16
1808,AUDIOUSDT,BICOUSDT,0.01,-3.95,-3.37,0.79,16
1261,ONEUSDT,CHRUSDT,0.03,-3.53,-3.37,0.27,16
1463,ENSUSDT,AUDIOUSDT,0.0,-5.96,-3.37,12.9,16
577,TRXUSDT,AUDIOUSDT,0.0,-4.16,-3.37,0.05,16
1817,AUDIOUSDT,BANDUSDT,0.0,-5.9,-3.37,0.29,16
2161,CELOUSDT,SCRTUSDT,0.03,-3.58,-3.37,0.68,16
1299,MKRUSDT,HNTUSDT,0.03,-3.52,-3.37,92.7,16
1305,COTIUSDT,STMXUSDT,0.01,-3.89,-3.37,14.42,16
2034,REQUSDT,CROUSDT,0.05,-3.37,-3.37,0.56,16
122,BCHUSDT,CELOUSDT,0.0,-4.41,-3.37,88.3,16
2594,GMTUSDT,REQUSDT,0.01,-3.82,-3.37,9.01,16
2358,10000NFTUSDT,CELOUSDT,0.0,-4.18,-3.37,0.0,16
1240,HBARUSDT,ADAUSDT,0.04,-3.46,-3.37,0.2,16
2650,CTSIUSDT,DGBUSDT,0.04,-3.46,-3.37,13.73,16
1482,IOTXUSDT,MKRUSDT,0.03,-3.5,-3.37,0.0,16
1819,AUDIOUSDT,CTSIUSDT,0.01,-4.1,-3.37,3.21,16
619,THETAUSDT,COTIUSDT,0.03,-3.58,-3.37,11.89,16
2648,CTSIUSDT,TLMUSDT,0.04,-3.4,-3.37,3.49,16
1225,CELRUSDT,SLPUSDT,0.0,-5.02,-3.37,2.64,16
647,COMPUSDT,CHRUSDT,0.0,-5.0,-3.37,269.69,16
1501,IOTXUSDT,RAYUSDT,0.01,-3.85,-3.37,0.03,15
1711,QTUMUSDT,DGBUSDT,0.0,-5.2,-3.37,246.12,15
49,EOSUSDT,ONEUSDT,0.0,-4.83,-3.37,18.02,15
1607,SNXUSDT,DENTUSDT,0.01,-3.86,-3.37,1879.48,15
2373,HNTUSDT,BNBUSDT,0.01,-3.95,-3.37,0.05,15
2360,10000NFTUSDT,NEOUSDT,0.03,-3.58,-3.37,0.0,15
15,ETHUSDT,THETAUSDT,0.01,-3.95,-3.37,935.38,15
1710,QTUMUSDT,1000BTTUSDT,0.0,-4.14,-3.37,3600.69,15
1746,SXPUSDT,DENTUSDT,0.0,-4.13,-3.37,455.53,15
1704,QTUMUSDT,LOOKSUSDT,0.02,-3.75,-3.37,4.12,15
1712,CROUSDT,XRPUSDT,0.03,-3.5,-3.37,0.58,15
2345,LOOKSUSDT,RAYUSDT,0.02,-3.67,-3.37,0.57,15
41,EOSUSDT,BSVUSDT,0.0,-4.36,-3.37,0.03,15
19,ETHUSDT,IMXUSDT,0.01,-4.01,-3.37,1512.44,15
2327,LOOKSUSDT,GALAUSDT,0.04,-3.38,-3.37,7.65,15
1726,CROUSDT,OCEANUSDT,0.01,-3.95,-3.37,0.81,15
1563,STORJUSDT,ADAUSDT,0.03,-3.57,-3.37,1.08,15
73,EOSUSDT,LOOKSUSDT,0.01,-3.89,-3.37,1.43,15
2331,LOOKSUSDT,TLMUSDT,0.03,-3.49,-3.37,15.11,15
1567,STORJUSDT,DASHUSDT,0.03,-3.55,-3.37,0.01,15
1472,ENSUSDT,XNOUSDT,0.02,-3.73,-3.37,6.62,15
2340,LOOKSUSDT,10000NFTUSDT,0.04,-3.43,-3.37,102.33,15
23,EOSUSDT,BCHUSDT,0.0,-4.78,-3.37,0.01,15
2195,WAVESUSDT,FTMUSDT,0.03,-3.52,-3.37,21.27,15
2171,WAVESUSDT,DOTUSDT,0.02,-3.73,-3.37,1.41,15
1587,STORJUSDT,LOOKSUSDT,0.01,-3.97,-3.37,0.67,15
55,EOSUSDT,ENSUSDT,0.0,-5.08,-3.37,0.15,15
2332,LOOKSUSDT,ENSUSDT,0.04,-3.39,-3.37,0.1,15
1776,IMXUSDT,FTTUSDT,0.03,-3.52,-3.37,0.05,15
26,EOSUSDT,DOTUSDT,0.03,-3.59,-3.37,0.12,15
1725,CROUSDT,CKBUSDT,0.04,-3.39,-3.37,37.46,15
1467,ENSUSDT,ANTUSDT,0.0,-4.4,-3.37,3.36,15
16,ETHUSDT,ATOMUSDT,0.05,-3.37,-3.37,117.53,15
1600,SNXUSDT,QTUMUSDT,0.01,-3.85,-3.37,0.79,15
1634,SLPUSDT,CELOUSDT,0.0,-5.57,-3.37,0.01,15
52,EOSUSDT,RUNEUSDT,0.0,-4.97,-3.37,0.26,15
1568,STORJUSDT,FTTUSDT,0.04,-3.4,-3.37,0.03,15
2380,HNTUSDT,BITUSDT,0.02,-3.61,-3.37,18.32,15
422,DOGEUSDT,DGBUSDT,0.01,-3.83,-3.37,5.02,15
2670,GLMRUSDT,CELRUSDT,0.03,-3.48,-3.37,74.44,15
2485,OCEANUSDT,ETCUSDT,0.04,-3.42,-3.37,0.01,15
2220,WAVESUSDT,QTUMUSDT,0.02,-3.7,-3.37,3.95,15
960,FTMUSDT,STXUSDT,0.02,-3.76,-3.37,1.04,15
1879,CVCUSDT,CREAMUSDT,0.0,-4.36,-3.37,0.01,15
2506,GMTUSDT,LINKUSDT,0.01,-3.95,-3.37,0.14,15
1880,CVCUSDT,LOOKSUSDT,0.02,-3.59,-3.37,0.18,15
2507,GMTUSDT,ADAUSDT,0.01,-3.93,-3.37,2.1,15
2135,IOTAUSDT,COTIUSDT,0.01,-3.8,-3.37,2.59,15
1883,CVCUSDT,FXSUSDT,0.0,-4.14,-3.37,0.01,15
612,VETUSDT,QNTUSDT,0.02,-3.75,-3.37,0.0,15
2134,IOTAUSDT,BSVUSDT,0.04,-3.42,-3.37,0.01,15
933,ICPUSDT,RVNUSDT,0.02,-3.68,-3.37,310.32,15
266,DOTUSDT,1000BTTUSDT,0.0,-5.14,-3.37,10103.2,15
1985,CTKUSDT,FLOWUSDT,0.04,-3.41,-3.37,0.21,15
2514,GMTUSDT,MATICUSDT,0.01,-3.95,-3.37,1.51,15
2301,CREAMUSDT,10000NFTUSDT,0.0,-4.8,-3.37,2709.09,15
371,AAVEUSDT,ONEUSDT,0.05,-3.37,-3.37,1418.36,15
908,BSVUSDT,RVNUSDT,0.01,-3.82,-3.37,1447.31,15
2501,GMTUSDT,EOSUSDT,0.01,-3.91,-3.37,0.9,15
383,AAVEUSDT,SCRTUSDT,0.04,-3.45,-3.37,35.19,15
979,ALGOUSDT,HBARUSDT,0.02,-3.63,-3.37,3.67,15
2015,CTKUSDT,1000BTTUSDT,0.0,-4.21,-3.37,676.89,15
205,ADAUSDT,AXSUSDT,0.04,-3.45,-3.37,0.02,15
2020,CTKUSDT,SCRTUSDT,0.04,-3.38,-3.37,0.24,15
1046,SRMUSDT,MKRUSDT,0.04,-3.45,-3.37,0.0,15
1044,SRMUSDT,AVAXUSDT,0.05,-3.38,-3.37,0.03,15
1036,DYDXUSDT,QNTUSDT,0.01,-3.98,-3.37,0.04,15
1035,DYDXUSDT,LOOKSUSDT,0.03,-3.48,-3.37,3.2,15
1016,DYDXUSDT,BTCUSDT,0.04,-3.43,-3.37,0.0,15
578,TRXUSDT,ZENUSDT,0.04,-3.47,-3.37,0.0,15
2643,GMTUSDT,ASTRUSDT,0.01,-3.91,-3.37,9.08,15
2249,WAVESUSDT,ZILUSDT,0.03,-3.59,-3.37,224.88,15
2254,WAVESUSDT,BANDUSDT,0.02,-3.61,-3.37,6.44,15
1005,ALGOUSDT,PEOPLEUSDT,0.0,-4.17,-3.37,13.45,15
989,ALGOUSDT,STORJUSDT,0.0,-6.21,-3.37,0.68,15
238,ADAUSDT,RVNUSDT,0.0,-4.37,-3.37,17.45,15
240,ADAUSDT,LOOKSUSDT,0.01,-4.1,-3.37,0.62,15
596,VETUSDT,ONEUSDT,0.03,-3.58,-3.37,0.5,15
2519,GMTUSDT,XLMUSDT,0.01,-3.98,-3.37,10.78,15
2523,GMTUSDT,COMPUSDT,0.01,-3.94,-3.37,0.02,15
898,BSVUSDT,RUNEUSDT,0.0,-4.71,-3.37,9.37,15
2551,GMTUSDT,HBARUSDT,0.01,-4.03,-3.37,10.45,15
301,UNIUSDT,DENTUSDT,0.01,-3.98,-3.37,3420.66,15
304,UNIUSDT,10000NFTUSDT,0.01,-3.83,-3.37,608.36,15
306,UNIUSDT,ZILUSDT,0.03,-3.49,-3.37,81.44,15
798,AVAXUSDT,ZILUSDT,0.05,-3.37,-3.37,677.54,15
2664,GLMRUSDT,EOSUSDT,0.04,-3.42,-3.37,1.67,15
311,UNIUSDT,BAKEUSDT,0.0,-4.18,-3.37,10.88,15
773,ATOMUSDT,IMXUSDT,0.02,-3.66,-3.37,12.87,15
769,ATOMUSDT,STORJUSDT,0.0,-4.97,-3.37,23.7,15
2542,GMTUSDT,NEARUSDT,0.0,-4.24,-3.37,0.14,15
2291,DENTUSDT,QNTUSDT,0.03,-3.53,-3.37,0.0,15
720,MANAUSDT,ATOMUSDT,0.03,-3.5,-3.37,0.09,15
1949,MASKUSDT,CREAMUSDT,0.0,-5.25,-3.37,0.1,15
2562,GMTUSDT,FLOWUSDT,0.01,-3.94,-3.37,0.35,15
2557,GMTUSDT,EGLDUSDT,0.01,-3.91,-3.37,0.01,15
747,ATOMUSDT,BTCUSDT,0.01,-4.03,-3.37,0.0,15
332,XEMUSDT,GTCUSDT,0.0,-4.21,-3.37,0.02,15
822,CHZUSDT,GLMRUSDT,0.0,-4.43,-3.37,0.06,15
836,CRVUSDT,QNTUSDT,0.0,-4.2,-3.37,0.02,15
2526,GMTUSDT,SANDUSDT,0.01,-3.96,-3.37,0.74,15
860,GRTUSDT,LOOKSUSDT,0.01,-3.9,-3.37,0.24,15
2273,RVNUSDT,1000BTTUSDT,0.03,-3.48,-3.37,30.84,15
892,BSVUSDT,FTMUSDT,0.0,-4.63,-3.37,66.68,15
1414,RUNEUSDT,RVNUSDT,0.01,-4.0,-3.37,154.18,15
682,AXSUSDT,BANDUSDT,0.03,-3.53,-3.37,12.31,15
2532,GMTUSDT,CRVUSDT,0.01,-3.87,-3.37,0.89,15
2108,XMRUSDT,ASTRUSDT,0.01,-3.96,-3.37,904.14,15
862,GRTUSDT,XNOUSDT,0.0,-4.65,-3.37,0.17,15
344,XEMUSDT,DGBUSDT,0.01,-3.94,-3.37,3.64,15
837,GRTUSDT,BCHUSDT,0.04,-3.47,-3.37,0.0,15
856,GRTUSDT,REQUSDT,0.02,-3.68,-3.37,1.68,15
2538,GMTUSDT,ICPUSDT,0.01,-3.96,-3.37,0.12,15
2539,GMTUSDT,FTMUSDT,0.01,-3.94,-3.37,1.68,15
2564,GMTUSDT,LRCUSDT,0.01,-4.0,-3.37,2.22,15
1919,STXUSDT,BSVUSDT,0.04,-3.43,-3.37,0.01,15
335,XEMUSDT,BICOUSDT,0.01,-3.87,-3.37,0.07,15
713,SANDUSDT,LOOKSUSDT,0.03,-3.5,-3.37,1.75,15
1083,OMGUSDT,HNTUSDT,0.01,-4.03,-3.37,0.22,15
212,ADAUSDT,ICPUSDT,0.03,-3.48,-3.37,0.06,15
565,TRXUSDT,EGLDUSDT,0.0,-4.42,-3.37,0.0,15
144,LTCUSDT,DASHUSDT,0.0,-4.75,-3.37,0.98,15
2163,WAVESUSDT,BTCUSDT,0.01,-4.01,-3.37,0.0,15
2059,1INCHUSDT,CKBUSDT,0.04,-3.44,-3.37,140.25,15
2436,ZILUSDT,ANKRUSDT,0.0,-4.23,-3.37,1.56,15
116,BCHUSDT,LITUSDT,0.02,-3.64,-3.37,213.71,15
2609,GMTUSDT,ROSEUSDT,0.01,-3.84,-3.37,8.36,15
121,BCHUSDT,IOTAUSDT,0.03,-3.52,-3.37,444.05,15
1314,ALICEUSDT,SNXUSDT,0.03,-3.51,-3.37,1.23,15
2607,GMTUSDT,KNCUSDT,0.01,-3.84,-3.37,0.63,15
412,DOGEUSDT,IOTAUSDT,0.02,-3.63,-3.37,0.19,15
131,BCHUSDT,DGBUSDT,0.02,-3.66,-3.37,11493.17,15
1290,MKRUSDT,RUNEUSDT,0.02,-3.69,-3.37,221.82,15
2445,ZILUSDT,ALPHAUSDT,0.0,-4.62,-3.37,0.29,15
1281,C98USDT,SXPUSDT,0.04,-3.44,-3.37,1.16,15
1803,AUDIOUSDT,CHRUSDT,0.03,-3.54,-3.37,2.47,15
1269,ONEUSDT,CREAMUSDT,0.0,-5.06,-3.37,0.0,15
562,TRXUSDT,GALAUSDT,0.0,-4.38,-3.37,0.28,15
491,SOLUSDT,GRTUSDT,0.04,-3.46,-3.37,276.82,15
2321,LOOKSUSDT,MATICUSDT,0.03,-3.5,-3.37,1.16,15
1338,EGLDUSDT,STORJUSDT,0.0,-4.24,-3.37,146.13,15
418,DOGEUSDT,CTSIUSDT,0.02,-3.72,-3.37,0.37,15
432,MATICUSDT,ALICEUSDT,0.03,-3.51,-3.37,0.21,15
2072,ANTUSDT,QNTUSDT,0.02,-3.65,-3.37,0.04,15
1395,RUNEUSDT,CHRUSDT,0.01,-3.81,-3.37,18.25,15
1388,TLMUSDT,QNTUSDT,0.03,-3.56,-3.37,0.0,15
430,MATICUSDT,GALAUSDT,0.0,-4.28,-3.37,6.58,15
92,BCHUSDT,VETUSDT,0.02,-3.72,-3.37,4876.9,15
1381,TLMUSDT,STXUSDT,0.01,-3.86,-3.37,0.09,15
431,MATICUSDT,CELRUSDT,0.01,-4.1,-3.37,26.54,15
2229,WAVESUSDT,RNDRUSDT,0.03,-3.52,-3.37,11.15,15
2216,WAVESUSDT,CHRUSDT,0.0,-4.34,-3.37,54.7,15
1368,TLMUSDT,ADAUSDT,0.03,-3.55,-3.37,0.11,15
1788,SFPUSDT,GTCUSDT,0.0,-4.73,-3.37,0.13,15
1361,EGLDUSDT,NEOUSDT,0.0,-4.21,-3.37,7.34,15
2430,ZILUSDT,C98USDT,0.0,-4.26,-3.37,0.08,15
2618,GMTUSDT,XNOUSDT,0.01,-3.95,-3.37,0.9,15
1791,SFPUSDT,CTKUSDT,0.04,-3.44,-3.37,0.65,15
1342,EGLDUSDT,YGGUSDT,0.0,-4.22,-3.37,65.65,15
493,SOLUSDT,BSVUSDT,0.0,-4.13,-3.37,1.31,15
2560,GMTUSDT,RUNEUSDT,0.01,-3.92,-3.37,0.24,15
1830,ZENUSDT,QNTUSDT,0.04,-3.39,-3.37,0.34,15
2044,1INCHUSDT,LTCUSDT,0.04,-3.41,-3.37,0.01,15
1144,DASHUSDT,SNXUSDT,0.02,-3.75,-3.37,20.54,15
544,XLMUSDT,STXUSDT,0.01,-4.01,-3.37,0.16,15
1163,DASHUSDT,LOOKSUSDT,0.02,-3.75,-3.37,66.71,15
533,XLMUSDT,GALAUSDT,0.0,-4.13,-3.37,0.92,15
403,DOGEUSDT,SFPUSDT,0.02,-3.59,-3.37,0.17,15
404,DOGEUSDT,AUDIOUSDT,0.01,-3.79,-3.37,0.11,15
1177,FTTUSDT,CROUSDT,0.02,-3.7,-3.37,102.91,15
1187,FTTUSDT,OCEANUSDT,0.03,-3.57,-3.37,82.95,15
521,SOLUSDT,DGBUSDT,0.03,-3.59,-3.37,3992.66,15
2311,CREAMUSDT,CTSIUSDT,0.0,-4.41,-3.37,114.2,15
183,LINKUSDT,RUNEUSDT,0.04,-3.43,-3.37,1.65,15
2476,CKBUSDT,KDAUSDT,0.05,-3.37,-3.37,0.0,15
2024,BICOUSDT,CREAMUSDT,0.0,-4.94,-3.37,0.04,15
396,DOGEUSDT,TLMUSDT,0.02,-3.71,-3.37,1.28,15
393,DOGEUSDT,CELRUSDT,0.01,-3.84,-3.37,2.61,15
157,LTCUSDT,BICOUSDT,0.0,-5.24,-3.37,70.26,15
2478,SUNUSDT,OGNUSDT,0.01,-4.1,-3.37,0.03,15
1236,CELRUSDT,XNOUSDT,0.0,-4.45,-3.37,0.02,15
1818,AUDIOUSDT,KDAUSDT,0.04,-3.39,-3.37,0.2,15
1850,GTCUSDT,MKRUSDT,0.04,-3.44,-3.37,0.0,15
1106,IOSTUSDT,CROUSDT,0.02,-3.65,-3.37,0.07,15
2315,CREAMUSDT,DGBUSDT,0.0,-5.31,-3.37,1568.08,15
1150,DASHUSDT,GTCUSDT,0.01,-4.0,-3.37,17.19,15
2602,GMTUSDT,XMRUSDT,0.01,-3.82,-3.37,0.01,15
1223,CELRUSDT,ENSUSDT,0.02,-3.7,-3.37,0.0,15
1219,GALAUSDT,CKBUSDT,0.03,-3.48,-3.37,19.03,15
153,LTCUSDT,SFPUSDT,0.0,-4.21,-3.37,128.98,15
560,TRXUSDT,OMGUSDT,0.01,-3.85,-3.37,0.01,15
2285,DENTUSDT,AUDIOUSDT,0.0,-4.49,-3.37,0.0,14
1730,SXPUSDT,SUSHIUSDT,0.03,-3.48,-3.37,0.37,14
2621,GMTUSDT,SUNUSDT,0.01,-3.82,-3.37,143.97,14
1645,SLPUSDT,ALPHAUSDT,0.0,-5.35,-3.37,0.05,14
1733,SXPUSDT,COTIUSDT,0.02,-3.7,-3.37,4.69,14
373,AAVEUSDT,AUDIOUSDT,0.01,-3.91,-3.37,152.53,14
1682,LPTUSDT,ROSEUSDT,0.02,-3.75,-3.37,93.43,14
714,SANDUSDT,HNTUSDT,0.02,-3.62,-3.37,0.13,14
636,THETAUSDT,HNTUSDT,0.03,-3.52,-3.37,0.15,14
1630,SLPUSDT,ANTUSDT,0.02,-3.6,-3.37,0.0,14
1702,QTUMUSDT,CELOUSDT,0.02,-3.63,-3.37,1.89,14
2055,1INCHUSDT,ROSEUSDT,0.01,-3.89,-3.37,6.2,14
516,SOLUSDT,HNTUSDT,0.01,-3.77,-3.37,5.13,14
381,AAVEUSDT,KDAUSDT,0.04,-3.38,-3.37,30.21,14
690,SANDUSDT,ALGOUSDT,0.02,-3.74,-3.37,3.85,14
607,VETUSDT,CELOUSDT,0.0,-4.87,-3.37,0.02,14
2271,RVNUSDT,HNTUSDT,0.04,-3.4,-3.37,0.0,14
2605,GMTUSDT,CELOUSDT,0.01,-3.9,-3.37,0.59,14
501,SOLUSDT,MKRUSDT,0.04,-3.45,-3.37,0.06,14
2083,ARUSDT,COTIUSDT,0.02,-3.75,-3.37,118.5,14
2051,1INCHUSDT,BICOUSDT,0.0,-4.22,-3.37,1.03,14
1421,RUNEUSDT,HOTUSDT,0.05,-3.37,-3.37,1665.18,14
2115,PEOPLEUSDT,TLMUSDT,0.04,-3.42,-3.37,0.51,14
2481,OCEANUSDT,EOSUSDT,0.04,-3.4,-3.37,0.22,14
2404,HNTUSDT,KDAUSDT,0.02,-3.71,-3.37,3.49,14
1828,ZENUSDT,CELOUSDT,0.0,-4.49,-3.37,11.25,14
169,XTZUSDT,CELOUSDT,0.0,-4.38,-3.37,0.89,14
1156,DASHUSDT,ARUSDT,0.03,-3.49,-3.37,3.36,14
179,LINKUSDT,DASHUSDT,0.01,-4.09,-3.37,0.13,14
1129,IOSTUSDT,DGBUSDT,0.03,-3.53,-3.37,1.11,14
2151,CELOUSDT,QNTUSDT,0.0,-4.51,-3.37,0.03,14
978,ALGOUSDT,DASHUSDT,0.0,-4.56,-3.37,0.01,14
198,ADAUSDT,MATICUSDT,0.01,-4.05,-3.37,0.72,14
