,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
168,XTZUSDT,SKLUSDT,0.0,-4.33,-3.37,15.5,11
141,LTCUSDT,CRVUSDT,0.02,-3.68,-3.37,45.07,11
134,LTCUSDT,UNIUSDT,0.04,-3.41,-3.37,11.08,11
2347,LOOKSUSDT,1000BTTUSDT,0.01,-3.8,-3.37,867.5,11
2346,LOOKSUSDT,CKBUSDT,0.0,-4.22,-3.37,145.48,11
110,BCHUSDT,CHRUSDT,0.01,-3.96,-3.37,644.85,11
103,BCHUSDT,CELRUSDT,0.0,-4.61,-3.37,5976.36,11
2344,LOOKSUSDT,XNOUSDT,0.0,-5.2,-3.37,0.69,11
2168,WAVESUSDT,LTCUSDT,0.02,-3.64,-3.37,0.25,11
85,XRPUSDT,RNDRUSDT,0.04,-3.41,-3.37,0.3,11
2170,WAVESUSDT,ADAUSDT,0.0,-4.65,-3.37,26.4,11
2211,WAVESUSDT,ILVUSDT,0.02,-3.72,-3.37,0.05,11
2173,WAVESUSDT,SUSHIUSDT,0.02,-3.61,-3.37,7.73,11
1656,ANKRUSDT,ANTUSDT,0.01,-4.04,-3.37,0.02,11
63,EOSUSDT,RSRUSDT,0.01,-3.87,-3.37,159.96,11
2209,WAVESUSDT,TLMUSDT,0.01,-3.86,-3.37,247.39,11
2207,WAVESUSDT,ALICEUSDT,0.02,-3.61,-3.37,4.06,11
2206,WAVESUSDT,MKRUSDT,0.0,-4.55,-3.37,0.01,11
2182,WAVESUSDT,VETUSDT,0.02,-3.72,-3.37,412.57,11
2205,WAVESUSDT,ONEUSDT,0.02,-3.64,-3.37,205.11,11
2184,WAVESUSDT,COMPUSDT,0.02,-3.61,-3.37,0.2,11
2705,FXSUSDT,FLOWUSDT,0.04,-3.44,-3.37,4.91,11
2204,WAVESUSDT,HBARUSDT,0.03,-3.51,-3.37,131.16,11
2190,WAVESUSDT,CRVUSDT,0.02,-3.68,-3.37,11.23,11
10,BTCUSDT,IOTAUSDT,0.04,-3.4,-3.37,57136.32,11
8,BTCUSDT,SCUSDT,0.03,-3.58,-3.37,3787452.75,11
2194,WAVESUSDT,ICPUSDT,0.0,-4.12,-3.37,1.49,11
1675,LPTUSDT,GTCUSDT,0.03,-3.59,-3.37,3.72,11
2711,FXSUSDT,KLAYUSDT,0.0,-4.26,-3.37,29.28,11
3,BTCUSDT,ICPUSDT,0.03,-3.52,-3.37,2258.96,11
149,LTCUSDT,FLOWUSDT,0.04,-3.42,-3.37,17.67,11
2686,BAKEUSDT,ENSUSDT,0.04,-3.38,-3.37,0.06,11
347,SUSHIUSDT,DASHUSDT,0.0,-4.61,-3.37,0.03,11
2336,LOOKSUSDT,REQUSDT,0.03,-3.52,-3.37,6.92,11
2109,PEOPLEUSDT,BTCUSDT,0.04,-3.46,-3.37,0.0,11
338,XEMUSDT,RVNUSDT,0.01,-3.89,-3.37,1.73,11
2111,PEOPLEUSDT,ETCUSDT,0.04,-3.44,-3.37,0.0,11
1734,SXPUSDT,CROUSDT,0.02,-3.65,-3.37,3.07,11
2221,WAVESUSDT,CROUSDT,0.01,-3.98,-3.37,63.38,11
1596,SNXUSDT,MANAUSDT,0.04,-3.39,-3.37,2.38,11
2591,GMTUSDT,MASKUSDT,0.01,-3.91,-3.37,0.47,11
318,XEMUSDT,GALAUSDT,0.01,-4.08,-3.37,0.47,11
316,XEMUSDT,MANAUSDT,0.04,-3.4,-3.37,0.04,11
1611,SNXUSDT,QNTUSDT,0.04,-3.45,-3.37,0.04,11
2366,HNTUSDT,BTCUSDT,0.01,-4.04,-3.37,0.0,11
288,UNIUSDT,YGGUSDT,0.02,-3.61,-3.37,3.97,11
1724,CROUSDT,XNOUSDT,0.01,-4.04,-3.37,0.18,11
280,UNIUSDT,IOTXUSDT,0.0,-5.0,-3.37,123.31,11
268,UNIUSDT,SUSHIUSDT,0.01,-4.05,-3.37,2.8,11
267,UNIUSDT,XEMUSDT,0.01,-3.88,-3.37,96.65,11
2133,IOTAUSDT,LTCUSDT,0.04,-3.42,-3.37,0.01,11
255,DOTUSDT,CROUSDT,0.01,-4.07,-3.37,45.18,11
2136,IOTAUSDT,ILVUSDT,0.04,-3.4,-3.37,0.0,11
1721,CROUSDT,IOTAUSDT,0.03,-3.52,-3.37,0.59,11
1720,CROUSDT,PEOPLEUSDT,0.02,-3.63,-3.37,7.56,11
231,ADAUSDT,LITUSDT,0.02,-3.65,-3.37,0.68,11
2218,WAVESUSDT,STORJUSDT,0.01,-3.81,-3.37,24.4,11
2142,IOTAUSDT,DGBUSDT,0.04,-3.45,-3.37,25.89,11
229,ADAUSDT,SFPUSDT,0.0,-4.8,-3.37,1.22,11
220,ADAUSDT,ONEUSDT,0.0,-4.39,-3.37,7.75,11
215,ADAUSDT,DYDXUSDT,0.03,-3.58,-3.37,0.19,11
192,LINKUSDT,IOTAUSDT,0.03,-3.57,-3.37,20.72,11
2335,LOOKSUSDT,GTCUSDT,0.04,-3.4,-3.37,0.26,11
1781,IMXUSDT,1000BTTUSDT,0.01,-3.91,-3.37,1073.12,11
2419,QNTUSDT,HOTUSDT,0.01,-4.02,-3.37,22144.46,11
893,BSVUSDT,DYDXUSDT,0.02,-3.61,-3.37,15.96,11
1977,CTKUSDT,SRMUSDT,0.03,-3.53,-3.37,0.5,11
2518,GMTUSDT,SOLUSDT,0.01,-3.92,-3.37,0.02,11
2545,GMTUSDT,IOSTUSDT,0.0,-4.16,-3.37,69.31,11
894,BSVUSDT,DASHUSDT,0.02,-3.63,-3.37,0.77,11
1843,SKLUSDT,XNOUSDT,0.01,-3.88,-3.37,0.09,11
1844,SKLUSDT,RAYUSDT,0.0,-4.53,-3.37,0.07,11
669,AXSUSDT,DASHUSDT,0.04,-3.42,-3.37,0.47,11
1244,HBARUSDT,RUNEUSDT,0.03,-3.51,-3.37,0.02,11
1248,HBARUSDT,QTUMUSDT,0.02,-3.62,-3.37,0.03,11
2272,RVNUSDT,QNTUSDT,0.02,-3.64,-3.37,0.0,11
2572,GMTUSDT,ANKRUSDT,0.01,-3.96,-3.37,27.93,11
678,AXSUSDT,CREAMUSDT,0.0,-4.5,-3.37,1.19,11
651,COMPUSDT,LPTUSDT,0.03,-3.59,-3.37,5.57,11
1008,ALGOUSDT,LOOKSUSDT,0.03,-3.55,-3.37,0.45,11
2574,GMTUSDT,QTUMUSDT,0.01,-3.99,-3.37,0.31,11
914,BSVUSDT,HOTUSDT,0.02,-3.66,-3.37,15618.26,11
2318,LOOKSUSDT,XRPUSDT,0.03,-3.48,-3.37,2.25,11
915,BSVUSDT,SCRTUSDT,0.01,-3.8,-3.37,15.96,11
917,ICPUSDT,DYDXUSDT,0.04,-3.4,-3.37,3.43,11
754,ATOMUSDT,VETUSDT,0.04,-3.4,-3.37,401.02,11
2319,LOOKSUSDT,LINKUSDT,0.04,-3.4,-3.37,0.11,11
905,BSVUSDT,BICOUSDT,0.03,-3.55,-3.37,54.94,11
1237,CELRUSDT,BANDUSDT,0.0,-4.24,-3.37,0.01,11
624,THETAUSDT,STORJUSDT,0.03,-3.53,-3.37,2.98,11
790,ATOMUSDT,1000BTTUSDT,0.0,-5.12,-3.37,13834.73,11
2290,DENTUSDT,10000NFTUSDT,0.02,-3.68,-3.37,0.18,11
2521,GMTUSDT,VETUSDT,0.01,-3.98,-3.37,32.7,11
1677,LPTUSDT,MASKUSDT,0.04,-3.41,-3.37,5.25,11
2553,GMTUSDT,C98USDT,0.01,-4.05,-3.37,1.42,11
2561,GMTUSDT,ILVUSDT,0.01,-3.94,-3.37,0.0,11
1180,FTTUSDT,1INCHUSDT,0.04,-3.47,-3.37,27.47,11
1179,FTTUSDT,SCUSDT,0.02,-3.66,-3.37,4023.06,11
718,SANDUSDT,DGBUSDT,0.0,-5.11,-3.37,104.57,11
786,ATOMUSDT,LOOKSUSDT,0.02,-3.6,-3.37,15.83,11
1189,BITUSDT,PEOPLEUSDT,0.01,-3.83,-3.37,21.03,11
2463,RAYUSDT,BANDUSDT,0.04,-3.38,-3.37,0.69,11
1175,FTTUSDT,IOTXUSDT,0.03,-3.48,-3.37,549.69,11
2323,LOOKSUSDT,TRXUSDT,0.04,-3.38,-3.37,26.89,11
1174,FTTUSDT,RUNEUSDT,0.0,-4.5,-3.37,4.82,11
2549,GMTUSDT,GALAUSDT,0.01,-3.93,-3.37,9.94,11
1201,GALAUSDT,CHRUSDT,0.0,-4.51,-3.37,0.44,11
1166,DASHUSDT,QNTUSDT,0.04,-3.44,-3.37,0.92,11
695,SANDUSDT,TLMUSDT,0.0,-4.46,-3.37,26.59,11
689,SANDUSDT,FTMUSDT,0.03,-3.57,-3.37,2.29,11
688,SANDUSDT,ICPUSDT,0.03,-3.54,-3.37,0.16,11
1987,CTKUSDT,STORJUSDT,0.03,-3.48,-3.37,1.16,11
1254,HBARUSDT,LOOKSUSDT,0.01,-3.82,-3.37,0.12,11
1989,CTKUSDT,CROUSDT,0.02,-3.62,-3.37,3.03,11
2014,CTKUSDT,OCEANUSDT,0.03,-3.55,-3.37,2.44,11
2007,CTKUSDT,LOOKSUSDT,0.0,-4.35,-3.37,0.77,11
1990,CTKUSDT,SXPUSDT,0.03,-3.52,-3.37,0.99,11
1335,EGLDUSDT,IOTXUSDT,0.0,-5.75,-3.37,2039.78,11
575,TRXUSDT,YGGUSDT,0.04,-3.38,-3.37,0.02,11
1336,EGLDUSDT,CHRUSDT,0.0,-4.61,-3.37,326.91,11
2246,WAVESUSDT,10000NFTUSDT,0.04,-3.45,-3.37,1673.2,11
1871,LITUSDT,CREAMUSDT,0.0,-4.62,-3.37,0.03,11
945,FTMUSDT,DASHUSDT,0.0,-5.37,-3.37,0.01,11
1912,RSRUSDT,DENTUSDT,0.01,-4.06,-3.37,5.19,11
1859,GTCUSDT,10000NFTUSDT,0.01,-3.98,-3.37,399.77,11
2005,CTKUSDT,WAVESUSDT,0.02,-3.63,-3.37,0.05,11
2530,GMTUSDT,AVAXUSDT,0.01,-4.06,-3.37,0.03,11
895,BSVUSDT,CELRUSDT,0.01,-3.81,-3.37,1586.0,11
2582,GMTUSDT,ZENUSDT,0.01,-3.89,-3.37,0.05,11
1356,EGLDUSDT,DENTUSDT,0.0,-4.36,-3.37,56580.98,11
2583,GMTUSDT,SKLUSDT,0.01,-3.95,-3.37,10.33,11
566,TRXUSDT,TLMUSDT,0.03,-3.57,-3.37,0.56,11
976,ALGOUSDT,OMGUSDT,0.0,-4.55,-3.37,0.16,11
889,YFIUSDT,HOTUSDT,0.01,-3.9,-3.37,3746237.0,11
552,XLMUSDT,10000NFTUSDT,0.05,-3.38,-3.37,12.37,11
2006,CTKUSDT,RVNUSDT,0.03,-3.55,-3.37,21.94,11
1831,ZENUSDT,ZILUSDT,0.04,-3.43,-3.37,338.49,11
2511,GMTUSDT,SUSHIUSDT,0.01,-3.91,-3.37,0.61,11
2524,GMTUSDT,AXSUSDT,0.01,-3.94,-3.37,0.04,11
1271,ONEUSDT,QNTUSDT,0.01,-4.08,-3.37,0.0,11
1802,SFPUSDT,1000BTTUSDT,0.0,-5.05,-3.37,442.58,11
918,ICPUSDT,DASHUSDT,0.01,-3.83,-3.37,0.16,11
1283,C98USDT,IOTAUSDT,0.03,-3.55,-3.37,2.11,11
2256,WAVESUSDT,1000BTTUSDT,0.02,-3.6,-3.37,14184.24,11
2577,GMTUSDT,YGGUSDT,0.01,-3.95,-3.37,0.87,11
843,GRTUSDT,DYDXUSDT,0.01,-3.78,-3.37,0.08,11
2540,GMTUSDT,ALGOUSDT,0.01,-4.0,-3.37,2.85,11
1318,ALICEUSDT,SKLUSDT,0.0,-5.09,-3.37,32.18,11
1102,IOSTUSDT,SNXUSDT,0.01,-3.94,-3.37,0.01,11
590,TRXUSDT,DGBUSDT,0.01,-3.89,-3.37,2.2,11
2580,GMTUSDT,SFPUSDT,0.01,-3.97,-3.37,2.55,11
990,ALGOUSDT,SNXUSDT,0.02,-3.7,-3.37,0.14,11
994,ALGOUSDT,SXPUSDT,0.0,-4.31,-3.37,0.58,11
1082,OMGUSDT,10000NFTUSDT,0.0,-4.58,-3.37,294.74,11
1797,SFPUSDT,10000NFTUSDT,0.0,-4.64,-3.37,52.23,11
1026,DYDXUSDT,SLPUSDT,0.0,-8.17,-3.37,262.04,10
1922,STXUSDT,COTIUSDT,0.03,-3.52,-3.37,4.42,10
262,DOTUSDT,CELOUSDT,0.01,-4.02,-3.37,5.3,10
883,YFIUSDT,CELOUSDT,0.02,-3.64,-3.37,5620.54,10
1924,STXUSDT,AUDIOUSDT,0.01,-3.83,-3.37,1.0,10
1647,SLPUSDT,BAKEUSDT,0.0,-5.96,-3.37,0.02,10
784,ATOMUSDT,RVNUSDT,0.03,-3.48,-3.37,448.37,10
82,EOSUSDT,CTSIUSDT,0.01,-3.91,-3.37,6.23,10
1632,SLPUSDT,PEOPLEUSDT,0.01,-3.96,-3.37,0.36,10
1073,OMGUSDT,AUDIOUSDT,0.01,-3.78,-3.37,3.86,10
1118,IOSTUSDT,DUSKUSDT,0.03,-3.56,-3.37,0.08,10
2357,10000NFTUSDT,AUDIOUSDT,0.03,-3.58,-3.37,0.01,10
2028,BICOUSDT,ZILUSDT,0.04,-3.41,-3.37,12.81,10
1623,SLPUSDT,GTCUSDT,0.02,-3.71,-3.37,0.0,10
1969,CTKUSDT,COMPUSDT,0.04,-3.41,-3.37,0.01,10
662,COMPUSDT,HNTUSDT,0.0,-4.22,-3.37,6.17,10
1252,HBARUSDT,CELOUSDT,0.03,-3.55,-3.37,0.06,10
1263,ONEUSDT,AUDIOUSDT,0.0,-5.65,-3.37,0.11,10
1006,ALGOUSDT,CELOUSDT,0.0,-4.27,-3.37,0.21,10
1667,LPTUSDT,SANDUSDT,0.03,-3.49,-3.37,8.25,10
2496,PAXGUSDT,RSS3USDT,0.05,-3.37,-3.37,7934.98,10
1308,ALICEUSDT,ADAUSDT,0.03,-3.55,-3.37,6.5,10
2613,GMTUSDT,JASMYUSDT,0.01,-3.94,-3.37,81.31,10
1487,IOTXUSDT,SLPUSDT,0.0,-5.22,-3.37,3.92,10
2500,GMTUSDT,ETHUSDT,0.01,-3.95,-3.37,0.0,10
2581,GMTUSDT,AUDIOUSDT,0.01,-3.86,-3.37,1.74,10
1432,FLOWUSDT,AUDIOUSDT,0.02,-3.68,-3.37,5.0,10
1354,EGLDUSDT,CELOUSDT,0.0,-5.66,-3.37,44.76,10
557,TRXUSDT,COMPUSDT,0.04,-3.45,-3.37,0.0,10
1878,CVCUSDT,CELOUSDT,0.01,-4.03,-3.37,0.08,10
1616,SLPUSDT,LPTUSDT,0.02,-3.76,-3.37,0.0,10
1812,AUDIOUSDT,RVNUSDT,0.0,-4.7,-3.37,20.87,10
1737,SXPUSDT,AUDIOUSDT,0.02,-3.73,-3.37,1.06,10
672,AXSUSDT,SLPUSDT,0.0,-6.13,-3.37,2555.03,10
753,ATOMUSDT,FILUSDT,0.03,-3.54,-3.37,1.24,10
61,EOSUSDT,AUDIOUSDT,0.04,-3.47,-3.37,1.94,10
737,MANAUSDT,CELOUSDT,0.0,-5.11,-3.37,0.62,10
2368,HNTUSDT,EOSUSDT,0.02,-3.7,-3.37,9.09,10
2119,PEOPLEUSDT,AUDIOUSDT,0.04,-3.45,-3.37,0.05,10
319,XEMUSDT,MKRUSDT,0.03,-3.51,-3.37,0.0,10
58,EOSUSDT,LPTUSDT,0.04,-3.38,-3.37,0.1,10
331,XEMUSDT,AUDIOUSDT,0.0,-4.64,-3.37,0.08,10
1826,ZENUSDT,AUDIOUSDT,0.02,-3.64,-3.37,33.11,10
1215,GALAUSDT,HNTUSDT,0.04,-3.38,-3.37,0.01,10
353,SUSHIUSDT,AUDIOUSDT,0.01,-3.81,-3.37,2.85,10
358,SUSHIUSDT,CELOUSDT,0.0,-4.33,-3.37,0.97,10
372,AAVEUSDT,SLPUSDT,0.0,-7.42,-3.37,9247.14,10
2510,GMTUSDT,XEMUSDT,0.01,-3.94,-3.37,21.2,9
2307,CREAMUSDT,BANDUSDT,0.01,-3.94,-3.37,10.36,9
2300,CREAMUSDT,LOOKSUSDT,0.0,-4.73,-3.37,26.25,9
2202,WAVESUSDT,GALAUSDT,0.03,-3.49,-3.37,125.22,9
2565,GMTUSDT,ENSUSDT,0.01,-3.88,-3.37,0.14,9
2528,GMTUSDT,KSMUSDT,0.0,-4.28,-3.37,0.01,9
2348,LOOKSUSDT,KDAUSDT,0.02,-3.76,-3.37,0.27,9
2592,GMTUSDT,CTKUSDT,0.01,-4.08,-3.37,1.67,9
2589,GMTUSDT,RSRUSDT,0.01,-3.9,-3.37,143.68,9
2584,GMTUSDT,GTCUSDT,0.01,-3.98,-3.37,0.33,9
2413,QNTUSDT,ROSEUSDT,0.04,-3.42,-3.37,468.82,9
2599,GMTUSDT,DUSKUSDT,0.01,-3.99,-3.37,5.72,9
2600,GMTUSDT,ARUSDT,0.01,-3.96,-3.37,0.07,9
2247,WAVESUSDT,HNTUSDT,0.03,-3.58,-3.37,1.25,9
2248,WAVESUSDT,QNTUSDT,0.01,-4.03,-3.37,0.22,9
2610,GMTUSDT,DENTUSDT,0.01,-3.92,-3.37,748.11,9
2250,WAVESUSDT,RAYUSDT,0.0,-4.76,-3.37,9.27,9
2389,HNTUSDT,YGGUSDT,0.04,-3.41,-3.37,8.76,9
2617,GMTUSDT,ZILUSDT,0.01,-3.78,-3.37,17.87,9
2619,GMTUSDT,RAYUSDT,0.01,-3.93,-3.37,0.74,9
2326,LOOKSUSDT,FTTUSDT,0.03,-3.53,-3.37,0.04,9
2632,GMTUSDT,OGNUSDT,0.01,-3.81,-3.37,4.27,9
2267,WAVESUSDT,SCRTUSDT,0.02,-3.61,-3.37,5.08,9
2379,HNTUSDT,ICPUSDT,0.02,-3.75,-3.37,1.19,9
2573,GMTUSDT,LPTUSDT,0.01,-3.96,-3.37,0.09,9
2652,ALPHAUSDT,BAKEUSDT,0.04,-3.46,-3.37,0.46,9
2569,GMTUSDT,STORJUSDT,0.01,-3.99,-3.37,1.93,9
2468,CKBUSDT,VETUSDT,0.04,-3.44,-3.37,0.17,9
2662,DGBUSDT,ADAUSDT,0.01,-3.81,-3.37,0.03,9
2669,GLMRUSDT,BITUSDT,0.01,-3.89,-3.37,3.36,9
2558,GMTUSDT,RENUSDT,0.01,-4.02,-3.37,5.42,9
2676,GLMRUSDT,ILVUSDT,0.01,-3.94,-3.37,0.01,9
2548,GMTUSDT,BITUSDT,0.01,-3.95,-3.37,1.82,9
2201,WAVESUSDT,FTTUSDT,0.02,-3.68,-3.37,0.62,9
2559,GMTUSDT,TLMUSDT,0.01,-3.94,-3.37,19.59,9
0,BTCUSDT,LINKUSDT,0.04,-3.4,-3.37,2758.23,9
1358,EGLDUSDT,10000NFTUSDT,0.01,-4.08,-3.37,10065.61,9
322,XEMUSDT,RUNEUSDT,0.02,-3.63,-3.37,0.01,9
401,DOGEUSDT,SNXUSDT,0.03,-3.53,-3.37,0.03,9
402,DOGEUSDT,LPTUSDT,0.03,-3.52,-3.37,0.01,9
416,DOGEUSDT,NEOUSDT,0.02,-3.73,-3.37,0.01,9
420,DOGEUSDT,ALPHAUSDT,0.01,-3.91,-3.37,0.33,9
1564,STORJUSDT,ETCUSDT,0.04,-3.41,-3.37,0.03,9
424,MATICUSDT,VETUSDT,0.0,-4.5,-3.37,21.66,9
1554,BATUSDT,10000NFTUSDT,0.0,-4.42,-3.37,46.2,9
444,MATICUSDT,SKLUSDT,0.03,-3.49,-3.37,6.86,9
451,MATICUSDT,RVNUSDT,0.02,-3.62,-3.37,24.22,9
456,MATICUSDT,NEOUSDT,0.04,-3.44,-3.37,0.06,9
1506,CHRUSDT,EOSUSDT,0.03,-3.59,-3.37,0.21,9
1503,IOTXUSDT,ALPHAUSDT,0.01,-3.98,-3.37,0.19,9
1498,IOTXUSDT,QNTUSDT,0.02,-3.71,-3.37,0.0,9
469,BNBUSDT,CTKUSDT,0.01,-3.97,-3.37,315.26,9
472,BNBUSDT,ZILUSDT,0.02,-3.71,-3.37,3372.68,9
1471,ENSUSDT,QNTUSDT,0.0,-4.22,-3.37,0.13,9
1470,ENSUSDT,CREAMUSDT,0.0,-4.38,-3.37,0.36,9
1469,ENSUSDT,DENTUSDT,0.05,-3.38,-3.37,5529.77,9
473,BNBUSDT,KDAUSDT,0.03,-3.49,-3.37,65.42,9
391,DOGEUSDT,YFIUSDT,0.02,-3.7,-3.37,0.0,9
388,DOGEUSDT,AAVEUSDT,0.02,-3.61,-3.37,0.0,9
1641,SLPUSDT,CKBUSDT,0.01,-4.05,-3.37,1.78,9
1798,SFPUSDT,HNTUSDT,0.01,-3.83,-3.37,0.04,9
1915,RSRUSDT,QNTUSDT,0.01,-4.09,-3.37,0.0,9
1899,SCUSDT,HNTUSDT,0.03,-3.59,-3.37,0.0,9
1892,SCUSDT,ILVUSDT,0.02,-3.71,-3.37,0.0,9
1885,RNDRUSDT,CROUSDT,0.04,-3.4,-3.37,5.7,9
1881,CVCUSDT,HNTUSDT,0.02,-3.67,-3.37,0.01,9
354,SUSHIUSDT,ZENUSDT,0.03,-3.55,-3.37,0.09,9
1865,LITUSDT,EOSUSDT,0.04,-3.42,-3.37,0.63,9
1855,GTCUSDT,MASKUSDT,0.02,-3.61,-3.37,1.41,9
1793,SFPUSDT,ARUSDT,0.03,-3.5,-3.37,0.03,9
386,DOGEUSDT,XEMUSDT,0.02,-3.68,-3.37,1.38,9
363,SUSHIUSDT,ALPHAUSDT,0.02,-3.75,-3.37,8.35,9
1762,YGGUSDT,RSRUSDT,0.01,-3.91,-3.37,166.02,9
366,AAVEUSDT,YFIUSDT,0.03,-3.51,-3.37,0.01,9
1729,SXPUSDT,LTCUSDT,0.02,-3.59,-3.37,0.01,9
1718,CROUSDT,BICOUSDT,0.04,-3.44,-3.37,0.27,9
368,AAVEUSDT,ICPUSDT,0.05,-3.37,-3.37,10.29,9
1713,CROUSDT,MANAUSDT,0.03,-3.53,-3.37,0.19,9
1708,QTUMUSDT,NEOUSDT,0.0,-4.23,-3.37,0.31,9
1427,ILVUSDT,SFPUSDT,0.04,-3.39,-3.37,676.22,9
1424,ILVUSDT,LRCUSDT,0.04,-3.38,-3.37,589.84,9
1380,TLMUSDT,RSRUSDT,0.04,-3.44,-3.37,7.36,9
910,BSVUSDT,LOOKSUSDT,0.03,-3.58,-3.37,51.05,9
1034,DYDXUSDT,CREAMUSDT,0.0,-4.79,-3.37,0.12,9
1019,DYDXUSDT,DASHUSDT,0.01,-3.97,-3.37,0.05,9
1014,ALGOUSDT,DGBUSDT,0.0,-4.32,-3.37,27.12,9
680,AXSUSDT,QNTUSDT,0.0,-4.12,-3.37,0.43,9
957,FTMUSDT,LITUSDT,0.02,-3.74,-3.37,0.85,9
938,ICPUSDT,RAYUSDT,0.03,-3.56,-3.37,6.24,9
928,ICPUSDT,LITUSDT,0.02,-3.69,-3.37,12.18,9
730,MANAUSDT,CHRUSDT,0.0,-4.32,-3.37,4.56,9
903,BSVUSDT,LITUSDT,0.04,-3.39,-3.37,56.7,9
1077,OMGUSDT,CTKUSDT,0.04,-3.46,-3.37,3.69,9
901,BSVUSDT,YGGUSDT,0.04,-3.38,-3.37,34.36,9
897,BSVUSDT,TLMUSDT,0.03,-3.57,-3.37,775.6,9
896,BSVUSDT,ONEUSDT,0.0,-4.38,-3.37,642.33,9
875,YFIUSDT,BSVUSDT,0.0,-5.29,-3.37,239.69,9
793,AVAXUSDT,CVCUSDT,0.0,-4.6,-3.37,272.9,9
829,CRVUSDT,ENSUSDT,0.04,-3.45,-3.37,0.15,9
821,CHZUSDT,DGBUSDT,0.04,-3.39,-3.37,8.32,9
812,CHZUSDT,ANTUSDT,0.03,-3.5,-3.37,0.05,9
1038,DYDXUSDT,RAYUSDT,0.01,-3.93,-3.37,1.82,9
588,TRXUSDT,NEOUSDT,0.04,-3.39,-3.37,0.0,9
1,BTCUSDT,ADAUSDT,0.03,-3.57,-3.37,40216.07,9
1273,ONEUSDT,RAYUSDT,0.02,-3.64,-3.37,0.05,9
1350,EGLDUSDT,MASKUSDT,0.0,-5.52,-3.37,35.48,9
1348,EGLDUSDT,RSRUSDT,0.0,-4.18,-3.37,10890.52,9
1346,EGLDUSDT,SKLUSDT,0.02,-3.72,-3.37,783.07,9
1327,ALICEUSDT,CTSIUSDT,0.02,-3.69,-3.37,17.43,9
1324,ALICEUSDT,QNTUSDT,0.03,-3.55,-3.37,0.06,9
1319,ALICEUSDT,RSRUSDT,0.04,-3.4,-3.37,447.5,9
531,XLMUSDT,OMGUSDT,0.04,-3.45,-3.37,0.04,9
540,XLMUSDT,YGGUSDT,0.02,-3.64,-3.37,0.08,9
1265,ONEUSDT,LITUSDT,0.01,-3.83,-3.37,0.09,9
582,TRXUSDT,1INCHUSDT,0.01,-3.8,-3.37,0.04,9
1234,CELRUSDT,HNTUSDT,0.01,-3.91,-3.37,0.0,9
1210,GALAUSDT,RSRUSDT,0.03,-3.52,-3.37,14.51,9
1196,GALAUSDT,YFIUSDT,0.04,-3.42,-3.37,0.0,9
1176,FTTUSDT,CHRUSDT,0.04,-3.41,-3.37,88.08,9
1152,DASHUSDT,MASKUSDT,0.0,-4.94,-3.37,24.25,9
1133,DASHUSDT,CELRUSDT,0.02,-3.65,-3.37,2071.02,9
1128,IOSTUSDT,HOTUSDT,0.02,-3.69,-3.37,5.7,9
570,TRXUSDT,STORJUSDT,0.03,-3.51,-3.37,0.06,9
325,XEMUSDT,STORJUSDT,0.01,-4.03,-3.37,0.09,9
427,MATICUSDT,OMGUSDT,0.0,-4.16,-3.37,0.3,9
111,BCHUSDT,SLPUSDT,0.0,-4.49,-3.37,15740.0,9
1967,CTKUSDT,VETUSDT,0.01,-4.06,-3.37,19.62,9
225,ADAUSDT,SNXUSDT,0.02,-3.59,-3.37,0.19,9
1982,CTKUSDT,ALICEUSDT,0.03,-3.54,-3.37,0.19,9
1984,CTKUSDT,RUNEUSDT,0.01,-3.86,-3.37,0.14,9
1986,CTKUSDT,CHRUSDT,0.03,-3.56,-3.37,2.59,9
171,XTZUSDT,QNTUSDT,0.02,-3.76,-3.37,0.03,9
1993,CTKUSDT,GTCUSDT,0.03,-3.57,-3.37,0.2,9
148,LTCUSDT,RUNEUSDT,0.0,-4.55,-3.37,11.99,9
129,BCHUSDT,BANDUSDT,0.04,-3.38,-3.37,75.94,9
2016,CTKUSDT,KDAUSDT,0.04,-3.46,-3.37,0.21,9
80,EOSUSDT,1000BTTUSDT,0.03,-3.54,-3.37,1251.55,9
74,EOSUSDT,10000NFTUSDT,0.03,-3.58,-3.37,147.69,9
2038,REQUSDT,API3USDT,0.02,-3.74,-3.37,0.05,9
2062,KLAYUSDT,HNTUSDT,0.0,-4.19,-3.37,0.05,9
2071,ANTUSDT,CREAMUSDT,0.01,-4.01,-3.37,0.11,9
24,EOSUSDT,LTCUSDT,0.0,-4.58,-3.37,0.02,9
22,ETHUSDT,OCEANUSDT,0.03,-3.55,-3.37,5864.91,9
14,BTCUSDT,KDAUSDT,0.0,-4.57,-3.37,6635.26,9
2112,PEOPLEUSDT,BNBUSDT,0.04,-3.46,-3.37,0.0,9
2113,PEOPLEUSDT,XLMUSDT,0.03,-3.56,-3.37,0.28,9
2141,IOTAUSDT,1000BTTUSDT,0.0,-4.4,-3.37,378.73,9
2167,WAVESUSDT,BCHUSDT,0.01,-4.05,-3.37,0.08,9
5,BTCUSDT,FLOWUSDT,0.02,-3.68,-3.37,6694.96,9
2178,WAVESUSDT,FILUSDT,0.02,-3.62,-3.37,1.27,9
2179,WAVESUSDT,SOLUSDT,0.02,-3.66,-3.37,0.24,9
2181,WAVESUSDT,TRXUSDT,0.03,-3.59,-3.37,439.79,9
